"10.4103,-4.76341"
"-2.22775,9.78626"
"-1.45635,9.22069"
"-2.29479,7.67507"
"-1.02155,10.3986"
"-2.56052,6.1053"
"-2.46664,8.38872"
"-2.73671,6.07636"
"-3.04022,7.84906"
"-1.94938,10.535"
"-2.26542,7.43761"
"-1.63769,11.4224"
"-1.30449,10.4006"
"-2.05024,8.13848"
"-1.94554,8.70037"
"-2.58741,8.31702"
"-2.34491,7.4177"
"-2.95064,8.58773"
"-2.47173,8.58188"
"-0.688215,11.292"
"-2.45104,8.17318"
"-1.20513,11.0605"
"-1.9099,11.8741"
"-2.00164,10.7129"
"-2.6738,7.66797"
"-2.48739,8.28216"
"-2.97361,5.70708"
"-1.48281,6.93785"
"-2.61057,10.6354"
"-2.47862,9.67084"
"-2.15966,8.86778"
"-2.83885,6.32874"
"-3.61518,6.57653"
"-2.59108,8.79572"
"-1.2747,9.99978"
"-2.50973,9.2471"
"-2.48602,9.11899"
"-1.49654,9.94897"
"-2.56346,7.38135"
"-2.40539,7.20327"
"-3.05717,6.76124"
"-2.71731,6.95326"
"-1.55946,7.49816"
"-1.85618,8.31263"
"-3.41694,7.46017"
"-2.14871,11.2792"
"-2.81228,10.7867"
"-2.25655,9.09912"
"-3.62323,9.29608"
"-1.48881,11.4329"
"-3.66216,6.93862"
"-2.31617,8.56626"
"-2.08491,9.48069"
"-2.30882,7.1065"
"-1.72709,10.0901"
"-2.80568,9.60526"
"-2.06963,11.6588"
"-1.98954,11.3702"
"-1.64897,11.5138"
"-2.26018,10.6509"
"-2.59011,8.43148"
"-2.96664,7.54657"
"-2.05364,11.0201"
"-1.67092,9.82461"
"-1.99103,9.00523"
"-1.87692,9.0314"
"-1.34578,9.13673"
"-1.89291,11.5894"
"-1.20351,8.66923"
"-2.7539,6.82051"
"-2.3632,8.96029"
"-2.54928,5.43082"
"-2.51776,7.07076"
"-0.843608,10.0269"
"-2.39631,7.14338"
"-2.4335,8.73588"
"-2.80739,9.39561"
"-2.62319,8.83484"
"-2.96696,10.6158"
"-3.04621,8.04848"
"-2.37918,6.65021"
"-3.13962,8.06539"
"-1.61442,10.356"
"-2.30239,7.62877"
"-2.52136,10.6239"
"-1.94605,10.4245"
"-2.80299,10.4702"
"-1.25213,10.0139"
"-2.02335,8.90485"
"-2.4401,8.71595"
"-2.90759,3.73432"
"-3.28276,-0.3547"
"-3.18702,-4.44805"
"-2.89445,-2.87519"
"-2.98918,-5.7345"
"-3.15456,-8.76528"
"-2.83815,0.291356"
"-3.30507,-1.69411"
"-3.10012,-4.79364"
"-3.11651,-3.55567"
"-3.15133,-6.32939"
"-3.0982,-0.880505"
"-3.50596,-9.68408"
"-3.38919,-1.0491"
"-3.17931,-5.68117"
"-3.15268,-5.41728"
"-2.80108,1.93157"
"-3.04393,-6.84793"
"-2.79138,4.0034"
"-3.29849,-0.455289"
"-3.10384,-4.82036"
"-2.90107,-7.61371"
"-3.35965,-4.56683"
"-3.06443,-7.70514"
"-3.18184,-2.54848"
"-3.16571,2.66237"
"-2.73966,-0.258207"
"-3.34434,-1.06983"
"-3.0905,-2.52531"
"-3.30361,-3.14596"
"-3.0293,-4.57365"
"-3.12011,-0.47497"
"-3.00726,2.19177"
"-3.00219,-1.53625"
"-3.01906,-0.744546"
"-3.11699,-5.0481"
"-3.09024,-4.96092"
"-3.23792,-5.53005"
"-2.79797,-1.96614"
"-2.87481,0.698361"
"-3.15716,-1.20543"
"-3.16334,-3.15591"
"-2.96708,-0.430406"
"-3.14212,2.81091"
"-3.21504,-2.19499"
"-3.27179,-8.5604"
"-3.19884,-3.8438"
"-2.90627,-3.00057"
"-2.95502,-4.53855"
"-3.0367,-3.00284"
"-3.28759,-6.41361"
"-3.03679,-3.75323"
"-3.47194,-4.38244"
"-3.16624,-2.30971"
"-3.16877,1.52214"
"-3.24142,0.47532"
"-2.96321,-3.63783"
"-3.144,0.608179"
"-3.10459,-3.62814"
"-3.0782,-2.47091"
"-3.386,-1.35375"
"-3.24148,-3.27524"
"-3.17315,-1.59535"
"-3.36423,-4.21228"
"-3.33112,-1.33072"
"-2.9765,0.0548613"
"-3.03569,-3.32925"
"-2.91837,-5.18057"
"-3.14802,-6.91005"
"-2.96521,-1.70411"
"-3.14179,-6.13464"
"-2.88606,-1.05983"
"-3.17203,-5.72493"
"-2.95835,0.403399"
"-3.21354,-2.16805"
"-3.22908,-6.14826"
"-3.11217,-1.22131"
"-3.18199,-1.72798"
"-3.41045,-3.82897"
"-3.00566,-7.2819"
"-2.99495,-2.26773"
"-3.33246,-3.66909"
"-3.12183,-0.920583"
"-2.95383,0.481034"
"-3.05658,-2.97126"
"-2.97767,-2.29201"
"-3.39999,-2.12175"
"-3.06083,-4.43292"
"-3.18248,-6.89127"
"-3.11171,-1.81012"
"-3.24209,1.06396"
"-2.85083,-4.01936"
"-3.07995,-4.1975"
"-3.11188,-0.349016"
"-3.00549,-1.12704"
"-3.10852,2.59951"
"-3.38982,0.291224"
"-3.13316,-2.48097"
"-3.01919,-3.03113"
"-3.27993,-6.76836"
"-3.18462,1.67907"
"-2.98487,0.822597"
"-3.35598,-4.56086"
"-3.12666,-6.55453"
"-3.20577,-5.17675"
"-3.54765,-2.32195"
"-3.22391,1.60323"
"-3.00135,-0.383799"
"-3.10918,-8.73985"
"-3.13317,-5.22548"
"-2.91013,0.0818416"
"-3.00706,-5.43392"
"-2.96455,-2.16508"
"-3.17032,-7.85582"
"-3.20738,-6.63607"
"-3.0213,-5.20121"
"-3.18675,-7.96091"
"-3.31263,-5.96044"
"-3.13553,-0.803165"
"-3.32492,0.471572"
"-3.09517,2.04041"
"-2.78086,-5.88953"
"-3.1296,-0.449764"
"-3.24586,-7.68563"
"-2.74563,-0.988688"
"-2.94259,-1.84818"
"-3.20049,-7.29551"
"-3.2345,-1.4053"
"-3.21133,-1.48252"
"-3.24822,-7.38593"
"-3.1283,-3.11701"
"-3.12082,-5.97943"
"-3.25506,-5.04244"
"-3.03756,-3.89089"
"-3.01252,-1.7085"
"-2.9913,-5.12913"
"-2.88368,-1.81157"
"-3.41468,3.41335"
"-3.10415,2.26828"
"-3.26497,-8.88724"
"-3.2314,3.66295"
"-3.11438,-5.37203"
"-2.87996,0.431436"
"-3.29281,-6.80837"
"-3.15627,1.18975"
"-3.09409,-0.663464"
"-3.0514,-4.60746"
"-3.16105,2.73169"
"-3.05117,-0.489209"
"-2.99462,-1.68722"
"-2.95537,-1.02542"
"-3.28651,-3.81326"
"-3.05455,-7.9314"
"-3.14866,-3.08687"
"-3.02221,3.71763"
"-3.23679,-1.89907"
"-3.12572,-2.44576"
"-3.17577,-2.98775"
"-3.19135,-3.67396"
"-3.09773,4.23194"
"-3.2992,-2.29363"
"-3.43513,-0.738323"
"-3.36499,-7.75677"
"-3.32156,-1.76499"
"-3.02749,-3.27604"
"-2.95518,1.19846"
"-2.97779,2.02489"
"-3.15274,-2.55247"
"-3.07782,-3.84828"
"-3.14918,-4.8902"
"-3.29312,-10.1599"
"-2.96623,-4.0703"
"-3.13734,-7.69096"
"-2.82783,-4.60967"
"-3.03712,-1.81239"
"-3.28094,0.417209"
"-2.95791,-1.72144"
"-3.25004,-5.01567"
"-2.93261,-4.96056"
"-3.26387,-5.91759"
"-2.98682,-4.47922"
"-2.89435,-2.79317"
"-3.04827,-5.12235"
"-3.12453,2.64647"
"-3.10047,-10.0178"
"-2.86397,2.84581"
"-3.03051,-2.23809"
"-3.25569,-7.64523"
"-2.83076,-4.223"
"-3.3366,-7.42968"
"-2.91079,-8.35044"
"-3.08983,-0.73517"
"-3.4193,-3.45392"
"-3.47896,-11.663"
"-3.33571,-5.89627"
"-3.06163,-2.996"
"-3.34957,-3.32173"
"-3.47133,-6.72981"
"-2.96325,-2.56302"
"-2.91203,-2.28049"
"-2.96134,-2.42217"
"-2.9549,-6.45938"
"-3.46637,2.76567"
"-2.89757,-4.95112"
"-3.09924,-3.90895"
"-3.17311,-5.46154"
"-3.25883,1.82691"
"-2.87359,-5.02842"
"-3.23718,-2.57012"
"-3.19714,-1.53732"
"-3.01576,-0.270026"
"-3.10689,-0.338165"
"-3.07613,-2.03815"
"-3.35409,-1.55296"
"-3.23001,-2.08601"
"-2.9619,-4.35759"
"-3.0583,-6.38236"
"-3.01012,-1.03809"
"-3.2416,-4.28835"
"-3.03751,1.17167"
"-3.34728,-0.614024"
"-3.08319,-3.26068"
"-3.12131,-5.39231"
"-3.29042,0.121355"
"-3.03028,-3.85879"
"-3.09515,-6.66512"
"-3.41112,-2.31871"
"-3.21899,0.672579"
"-3.32379,4.62783"
"-3.28088,-2.63958"
"-3.42969,-1.37207"
"-3.13508,-4.07601"
"-3.2344,3.18548"
"-3.31368,1.00282"
"-3.31842,-2.69347"
"-3.26809,-1.57318"
"-3.04862,-1.66511"
"-2.99497,4.97122"
"-3.20916,-2.82655"
"-2.74273,-3.64235"
"-2.94024,-0.472455"
"-3.27849,-8.61576"
"-3.26381,-5.43528"
"-3.10636,-4.0674"
"-3.16545,0.122199"
"-3.1588,-5.77672"
"-2.9754,-5.52499"
"-3.14893,-6.36951"
"-3.09556,-3.04424"
"-3.4101,-1.08364"
"-2.97529,-8.09982"
"-3.52993,2.77721"
"-3.12181,2.85389"
"-2.85435,-1.21138"
"-3.43604,-3.10042"
"-3.42874,-1.60184"
"-3.10696,-8.36144"
"-3.05664,-4.33384"
"-3.03883,-15.4265"
"-2.96565,-6.59211"
"-2.90974,-2.10071"
"-3.46109,-3.20786"
"-3.53438,-3.42089"
"-3.18838,1.58393"
"-3.02992,-7.46251"
"-2.80914,-2.81553"
"-3.04586,-7.55174"
"-3.09284,-5.69835"
"-3.24928,-3.15769"
"-3.371,-0.308097"
"-3.13583,-6.19155"
"-2.93523,-2.96505"
"-3.12747,2.49805"
"-2.77588,-5.21194"
"-3.09248,0.0685875"
"-3.20297,-3.67986"
"-2.96646,-1.47916"
"-2.77549,-2.16152"
"-3.17938,-1.47767"
"-3.07537,-4.14747"
"-2.93733,-2.9749"
"-3.14845,-0.730836"
"-3.33422,-4.24647"
"-3.18514,-2.29713"
"-3.28322,-7.44889"
"-3.08479,-0.667362"
"-3.17138,-6.04762"
"-3.2663,-1.63332"
"-3.11357,-1.80508"
"-3.13686,-5.60721"
"-3.49598,-2.06289"
"-3.24735,-2.34656"
"-3.20932,-4.23829"
"-2.94727,-0.844015"
"-3.06759,-7.1383"
"-2.87882,-8.77762"
"-2.99989,-2.48501"
"-3.20982,-0.14439"
"-2.9464,-2.36683"
"-3.22784,-2.50878"
"-3.21332,-3.61429"
"-3.24877,-5.34402"
"-3.22138,-4.88598"
"-3.00107,-2.57223"
"-3.30704,1.39988"
"-3.1585,-4.86705"
"-3.25615,-5.04977"
"-3.18007,-5.68548"
"-3.25345,-2.18725"
"-3.19135,-6.65594"
"-3.03061,-0.978578"
"-3.18182,-1.1528"
"-3.2325,-4.01705"
"-3.10645,-1.65847"
"-2.87982,-4.75766"
"-3.23229,-3.10695"
"-3.12213,0.303691"
"-3.39549,-1.41001"
"-3.08818,-2.20646"
"-3.03863,0.883996"
"-3.03784,-6.46177"
"-3.28139,-6.80035"
"-3.1945,-2.00225"
"-2.84609,0.452723"
"-2.81308,-1.98769"
"-2.94581,-6.32835"
"-3.05143,-2.53078"
"-3.16843,1.91926"
"-3.0584,-5.46802"
"-3.16108,-3.68249"
"-2.88193,0.66998"
"-2.95379,-1.5113"
"-3.10132,-2.63609"
"-2.96946,-6.53533"
"-3.20461,0.568723"
"-3.28353,-0.635805"
"-3.25558,0.0251688"
"-3.0897,-1.7909"
"-3.47857,4.69326"
"-3.11145,2.3181"
"-3.23768,1.75825"
"-3.14388,-2.17569"
"-3.17255,-1.25653"
"-3.03217,-4.53996"
"-3.1359,-2.65139"
"-3.01624,0.189415"
"-3.17956,-3.40288"
"-3.12654,-5.02561"
"-3.2813,-5.18392"
"-3.06031,-5.80143"
"-3.38017,-3.46626"
"-3.16185,-3.36664"
"-2.93002,0.199328"
"-3.28313,-2.76741"
"-2.97607,-3.66246"
"-3.16169,-0.634049"
"-3.06366,2.89641"
"-3.10087,-1.56908"
"-3.14409,-2.70011"
"-2.74098,-1.61768"
"-2.86197,-6.50502"
"-3.2499,-1.95271"
"-3.15726,-3.09575"
"-2.89044,-4.00569"
"-2.91478,-6.14737"
"-3.29771,-6.02736"
"-3.41082,-2.03372"
"-2.72608,-1.14737"
"-3.18091,-4.13387"
"-3.06603,0.864682"
"-3.12946,-5.85697"
"-3.18666,0.991543"
"-3.31616,-4.48541"
"-2.87715,-5.38915"
"-3.2909,3.45331"
"-3.19349,-0.81555"
"-2.95039,-6.80727"
"-3.1481,-0.884642"
"-2.97218,2.88841"
"-3.42753,1.36876"
"-3.12276,-2.5334"
"-3.08165,-2.23407"
"-3.2463,-2.03273"
"-3.40489,-4.31955"
"-3.13201,0.754472"
"-3.16249,-1.1138"
"-3.11541,-1.64127"
"-3.02613,3.81841"
"-3.12921,-5.67707"
"-3.1427,-0.032424"
"-3.28629,-1.14938"
"-3.37502,-3.97828"
"-2.9495,-3.76636"
"-3.10213,-1.65379"
"-3.2931,3.46206"
"-3.15242,0.183299"
"-2.72435,-1.20934"
"-3.02931,-2.64345"
"-3.11484,-8.62417"
"-3.07105,-5.392"
"-3.28454,-6.18187"
"-3.0488,-1.29421"
"-3.39284,-5.9982"
"-2.91539,-5.41951"
"-3.05101,-3.48561"
"-3.04731,-7.65053"
"-3.22464,-3.06208"
"-2.97768,-2.86134"
"-3.09534,-1.58772"
"-3.28964,-2.87898"
"-3.09749,-1.78447"
"-3.04982,-0.733987"
"-3.15812,-3.02638"
"-3.17593,0.0941552"
"-3.12304,-7.6898"
"-3.40581,-1.88975"
"-3.33387,-7.89331"
"-3.35675,0.63518"
"-2.86199,-1.56297"
"-3.29601,-1.36494"
"-3.28483,-5.79531"
"-3.0629,-3.7925"
"-2.74009,-0.479859"
"-2.93797,-4.09853"
"-3.16618,-4.07481"
"-3.2547,-2.85177"
"-3.32155,0.253133"
"-3.08498,-0.0957704"
"-3.14024,-0.354373"
"-2.94139,-4.13811"
"-3.37911,-5.70273"
"-2.99029,-6.46757"
"-3.11646,-5.38307"
"-3.14013,-3.57174"
"-2.8972,4.89384"
"-3.09583,-7.88534"
"-3.20261,-1.27076"
"-2.78107,0.257876"
"-3.08487,-3.28931"
"-2.98012,1.34766"
"-3.20997,-4.99764"
"-3.2425,-4.40181"
"-3.15824,1.69509"
"-3.04751,-8.8991"
"-3.44434,-2.15896"
"-3.00816,-7.4533"
"-3.03726,-1.98863"
"-3.23162,1.62781"
"-3.08377,-5.76359"
"-3.01364,-3.96643"
"-3.06634,1.22284"
"-3.28587,-2.05963"
"-3.2218,1.05206"
"-2.88659,-6.13673"
"-3.23975,0.447309"
"-2.91732,2.77832"
"-3.20098,-2.47927"
"-3.17563,-0.036582"
"-3.22698,-1.52562"
"-3.30145,-1.78732"
"-2.73213,-0.925508"
"-3.33293,-1.01219"
"-3.07653,0.507176"
"-3.0594,-4.15591"
"-2.964,-0.0164273"
"-2.75282,-4.38909"
"-3.03069,-3.06687"
"-3.44763,0.755757"
"-3.3589,-8.11984"
"-2.8999,-4.65071"
"-3.18808,-5.79182"
"-3.14462,-5.0058"
"-3.39149,-5.45892"
"-3.30128,1.57522"
"-3.07135,-2.86653"
"-3.18914,2.49096"
"-3.32722,2.5022"
"-3.2194,-3.79511"
"-3.42698,-0.864397"
"-3.00192,-2.05006"
"-2.93915,-0.879187"
"-2.9502,-2.54278"
"-3.10542,-0.0420766"
"-3.08234,2.05668"
"-3.27365,-2.644"
"-2.81846,-6.00699"
"-3.12898,4.03348"
"-3.03695,-1.81466"
"-3.24744,-4.44362"
"-2.7308,-2.98833"
"-3.16343,-9.29437"
"-2.9163,-0.708142"
"-3.37121,0.336037"
"-3.34698,-2.08069"
"-3.13486,2.94269"
"-2.92888,2.31205"
"-3.11026,-0.744479"
"-2.98749,0.265543"
"-3.09507,-5.59166"
"-3.28435,3.28676"
"-2.96119,0.532894"
"-2.84283,3.17366"
"-2.88362,-8.97295"
"-2.90319,0.369997"
"-2.96812,-2.61774"
"-3.26921,-2.29802"
"-3.05466,-3.81518"
"-2.97249,-3.06658"
"-3.09503,-5.65745"
"-3.03166,-2.55536"
