"-9.11985,-4.80211"
"3.14186,-11.0138"
"6.23196,-0.0710098"
"3.23779,-6.71216"
"-2.02042,-9.96958"
"1.91321,-8.31813"
"0.427593,1.85087"
"1.91894,-5.68535"
"1.32842,-1.08224"
"2.76871,-2.84224"
"0.578051,-2.06773"
"2.92961,-8.77716"
"3.00766,-6.01595"
"6.13917,1.50247"
"1.2397,-10.5844"
"-3.17506,-10.3642"
"-1.60497,-6.31671"
"4.23173,-15.5156"
"1.49204,0.279119"
"3.47528,-13.1128"
"0.471829,-6.48713"
"1.11811,-7.5374"
"3.97524,-4.76787"
"6.25147,-9.59175"
"3.26417,-2.09949"
"-0.207752,-7.10571"
"1.95339,-5.22667"
"2.26471,-4.21989"
"-0.153873,-1.15394"
"-0.547038,-14.6478"
"0.279191,-1.93522"
"1.48086,-13.5938"
"2.43504,-10.941"
"3.34286,-8.77211"
"-0.838015,4.3885"
"-0.353344,-4.58156"
"0.998784,-11.8793"
"2.6902,3.94074"
"1.41535,-1.49006"
"2.78238,-7.69194"
"11.2654,8.27643"
"7.61133,4.47355"
"9.01036,4.85933"
"2.90943,7.60361"
"10.2978,6.56582"
"7.0103,13.2574"
"13.3428,8.72642"
"6.74396,4.85583"
"6.73494,4.69586"
"3.52342,9.16587"
"5.65574,3.43564"
"11.293,9.32451"
"9.51434,6.50417"
"13.8404,3.79202"
"10.5049,9.1171"
"0.215222,8.17683"
"8.93957,9.4985"
"14.3645,4.21032"
"4.82743,10.1592"
"14.4556,7.61779"
"10.1733,0.232245"
"8.40564,6.60794"
"5.29798,3.74718"
"6.1299,7.93544"
"6.44603,6.31843"
"6.86702,5.73726"
"4.11902,8.50844"
"10.9161,9.51614"
"12.7417,7.14618"
"9.83814,4.6912"
"9.2645,9.86281"
"6.03888,6.69742"
"9.65084,8.45801"
"6.77864,5.08696"
"11.5096,-0.125209"
"6.71573,5.06477"
"4.88363,4.95422"
"10.9759,7.64506"
"11.2983,7.74736"
"10.732,7.87595"
"6.12352,3.73243"
"14.557,10.2544"
"9.95239,5.40477"
"4.78026,5.97456"
"7.10427,8.79917"
"9.91392,6.51106"
"7.417,4.27593"
"3.65778,3.99729"
"10.6763,3.69923"
"9.49823,11.2001"
"8.68122,4.14222"
"11.4925,7.6194"
"7.6805,7.55577"
"15.2184,8.93531"
"9.87649,4.03325"
"8.81906,6.19293"
"7.83044,7.35052"
"5.45953,10.2107"
"7.37705,8.88464"
"9.78936,11.3413"
"13.3998,3.03566"
"12.0166,6.9885"
"11.8554,9.93515"
"9.68454,8.00231"
"12.5987,7.12261"
"4.37238,7.40682"
"8.61387,3.87566"
"6.97808,5.56585"
"4.32732,10.8837"
"6.20211,10.1996"
"7.83087,5.06632"
"10.8662,2.80407"
"6.9959,4.13482"
"12.5904,8.26912"
"5.63935,7.76406"
"16.4206,7.32439"
"14.4799,7.83596"
"8.7886,7.63939"
"10.8763,6.02986"
"8.99537,9.73645"
"14.8352,5.41512"
"10.8703,8.45547"
"9.55277,7.90671"
"13.1796,8.65613"
"10.0062,9.8875"
"9.47569,11.8136"
"11.8873,5.05189"
"8.1383,10.656"
"6.96896,7.65489"
"3.3811,6.98348"
"15.2788,7.18837"
"6.47576,15.9719"
"9.31428,7.72787"
"5.00918,8.92608"
"7.07303,7.20494"
"12.3607,8.08493"
"9.00571,9.00362"
"5.2622,5.32588"
"8.79679,7.21219"
"16.7683,8.91518"
"5.90063,4.3688"
"11.4661,4.84841"
"13.7457,11.9275"
"4.75467,1.26379"
"12.1306,8.78252"
"10.772,6.33105"
"5.08373,2.44"
"9.2058,10.6804"
"2.98169,6.93263"
"9.06219,0.983857"
"14.0923,3.26546"
"1.08942,-5.43418"
"1.32568,0.395371"
"1.40941,-1.50159"
"0.385086,-4.19476"
"2.66669,17.1833"
"2.13452,-1.14871"
"3.05115,0.913479"
"-3.50099,7.03838"
"-1.3965,1.103"
"-2.37062,-7.17326"
"-3.81054,-2.10108"
"1.90326,-0.323264"
"1.95209,-3.01255"
"3.58331,2.35626"
"-0.0412007,0.0708886"
"-0.667912,11.5309"
"4.81728,3.98492"
"-0.908794,-3.64031"
"0.581251,-5.93578"
"1.72432,-11.2209"
"-6.72002,-3.00997"
"-2.77699,-0.553906"
"2.73402,0.50804"
"-4.24345,-0.408314"
"2.92577,-3.90856"
"0.97185,-20.9983"
"-0.393297,5.233"
"2.4546,-2.9696"
"-1.58753,10.9404"
"3.42183,6.36889"
"-1.03089,0.981384"
"-0.0634003,-3.15343"
"-0.127499,4.9493"
"-0.657946,12.0035"
"-0.581182,-7.8806"
"5.03473,1.14254"
"1.80544,1.54233"
"7.45394,13.7925"
"6.30323,-4.9982"
"4.79303,-6.21553"
"-4.56064,7.79355"
"1.02096,7.14927"
"-2.8983,-5.91786"
"0.53432,-3.62816"
"7.87874,-8.59604"
"-2.41134,9.25209"
"-0.308453,-8.87372"
"-0.757071,0.751223"
"0.677029,-6.74407"
"3.53199,-6.17091"
"0.523044,-6.92646"
"-2.60517,-3.67163"
"-0.252119,-0.946957"
"4.23383,-2.40236"
"-4.43226,-0.603563"
"1.47358,3.12481"
"3.33996,2.181"
"-2.37066,6.67532"
"-1.84423,1.70255"
"3.45676,-1.09251"
"2.25559,-7.24581"
"0.0647847,-4.59324"
"-2.74363,-5.84982"
"-0.698464,-2.2704"
"1.36568,7.77151"
"1.80803,4.46374"
"0.107575,-5.75946"
"1.46683,3.1723"
"2.37844,-5.80141"
"0.028477,-4.14677"
"-3.74876,-8.0537"
"0.00398865,13.9783"
"2.13845,2.68303"
"1.26687,1.59836"
"5.66518,4.25498"
"-1.1697,-8.76269"
"0.492889,2.65872"
"-2.35515,-0.0834843"
"-1.5306,5.81531"
"-0.374212,5.21946"
"0.175303,-1.6442"
"-4.04295,7.45368"
"-3.58436,8.81429"
"-0.860912,5.8604"
"2.60259,-3.05383"
"4.25906,12.4693"
"0.881488,-12.1531"
"1.05956,4.20837"
"1.01013,-9.19453"
"0.565556,7.9894"
"2.11119,0.609383"
"-2.3298,-6.98915"
"-0.659302,5.72547"
"0.237351,5.7362"
"4.24289,6.8712"
"3.99485,3.661"
"2.20953,1.0771"
"-1.53493,-2.80892"
"3.21429,-6.29626"
"-0.22487,0.866471"
"0.447846,9.14002"
"-0.0604358,-4.14472"
